Date,Search Title,Paper Title,Include (1) Exclude (0),PaperURL,# of Results
5/18/2014,fire AND exotic*,Aboriginal Precedent for Active Management of Sagebrush-Perennial Grass Communities in the Great Basin,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=195&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=23&colName=WOS&cacheurlFromRightClick=no,76
5/18/2014,fire AND exotic*,Interacting effects of wildfire severity and liming on nutrient cycling in a southern Appalachian wilderness area,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=195&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=24&colName=WOS&cacheurlFromRightClick=no,76
5/18/2014,fire AND exotic*,Invasive Pine Tree Effects on Northern Coastal Scrub Structure and Composition,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=195&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=25&colName=WOS&cacheurlFromRightClick=no,76
5/18/2014,fire AND exotic*,Exotic spread of Solenopsis invicta Buren (Hymenoptera: Formicidae) beyond North America,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=195&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=26&colName=WOS&cacheurlFromRightClick=no,76
5/18/2014,fire AND exotic*,Logging as a Pretreatment or Surrogate for Fire in Restoring Florida Scrub,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=195&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=27&colName=WOS&cacheurlFromRightClick=no,76
5/18/2014,fire AND exotic*,Soil Seed Banks of the Exotic Annual Grass Bromus rubens on a Burned Desert Landscape,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=195&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=28&colName=WOS&cacheurlFromRightClick=no,76
5/18/2014,fire AND exotic*,Are Early Summer Wildfires an Opportunity to Revegetate Exotic Annual Grass-Invaded Plant Communities?,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=195&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=29&colName=WOS&cacheurlFromRightClick=no,76
5/18/2014,fire AND exotic*,Estimating Winter Annual Biomass in the Sonoran and Mojave Deserts with Satellite- and Ground-Based Observations,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=195&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=30&colName=WOS&cacheurlFromRightClick=no,76
5/18/2014,fire AND exotic*,"Propagule pressure, not fire or cattle grazing, promotes invasion of buffel grass Cenchrus ciliaris",0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=195&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=31&colName=WOS&cacheurlFromRightClick=no,76
5/18/2014,fire AND exotic*,Effects of density and fire on the vital rates and population growth of a perennial goldenaster,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=195&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=32&colName=WOS&cacheurlFromRightClick=no,76
5/18/2014,fire AND exotic*,Effects of repeated fires on native plant community development at Hawaii Volcanoes National Park,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=206&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=33&colName=WOS&cacheurlFromRightClick=no,76
5/18/2014,fire AND exotic*,Effects of fire severity on early recovery of Patagonian steppes,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=206&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=34&colName=WOS&cacheurlFromRightClick=no,76
5/18/2014,fire AND exotic*,Pyrogeography and the Global Quest for Sustainable Fire Management,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=206&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=35&colName=WOS&cacheurlFromRightClick=no,76
5/18/2014,fire AND exotic*,Using native annual plants to restore post-fire habitats in western North America,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=206&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=36&colName=WOS&cacheurlFromRightClick=no,76
5/18/2014,fire AND exotic*,Seed removal patterns in burned and unburned desert habitats: Implications for ecological restoration,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=206&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=37&colName=WOS&cacheurlFromRightClick=no,76
5/18/2014,fire AND exotic*,"Invasion by an exotic, perennial grass alters responses of a native woody species in an arid system",0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=206&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=38&colName=WOS&cacheurlFromRightClick=no,76
5/18/2014,fire AND exotic*,"Herbicide Treatment and Timing for Controlling Kentucky Bluegrass (Poa pratensis) and Tall Fescue (Festuca arundinacea) in Cool Season Grasslands of Central Kentucky, USA",0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=206&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=39&colName=WOS&cacheurlFromRightClick=no,76
5/18/2014,fire AND exotic*,Plant and Small Vertebrate Composition and Diversity 36-39 Years After Root Plowing,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=206&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=40&colName=WOS&cacheurlFromRightClick=no,76
5/18/2014,fire AND exotic*,An Invasive Grass Increases Live Fuel Proportion and Reduces Fire Spread in a Simulated Grassland ,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=206&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=41&colName=WOS&cacheurlFromRightClick=no,76
5/18/2014,fire AND exotic*,"Factors Controlling Compositional Changes in a Northern Andean Paramo (La Rusia, Colombia)",0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=206&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=42&colName=WOS&cacheurlFromRightClick=no,76
5/18/2014,fire AND exotic*,Introduced annual grass increases regional fire activity across the arid western USA (1980-2009),0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=206&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=43&colName=WOS&cacheurlFromRightClick=no,76
5/18/2014,fire AND sensitive*,The history of widespread decrease in oak dominance exemplified in a grassland-forest landscape,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=297&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=1&colName=WOS&cacheurlFromRightClick=no,349
5/18/2014,fire AND sensitive*,Climate-Sensitive Decisions and Time Frames: A Cross-Sectoral Analysis of Information Pathways in the Carolinas,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=297&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=2&colName=WOS&cacheurlFromRightClick=no,349
5/18/2014,fire AND sensitive*,Reversing legacy effects in the understory of an oak-dominated forest,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=297&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=3&colName=WOS&cacheurlFromRightClick=no,349
5/18/2014,fire AND sensitive*,Changing tree composition by life history strategy in a grassland-forest landscape,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=297&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=4&colName=WOS&cacheurlFromRightClick=no,349
5/18/2014,fire AND sensitive*,Landscape-scale modeling of reference period forest conditions and fire behavior on heavily logged lands,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=297&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=5&colName=WOS&cacheurlFromRightClick=no,349
5/18/2014,fire AND sensitive*,Post-fire integrity of composite gratings for offshore platforms,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=297&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=6&colName=WOS&cacheurlFromRightClick=no,349
5/18/2014,fire AND sensitive*,Explicit avalanche-forest feedback simulations improve the performance of a coupled avalanche-forest model,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=297&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=7&colName=WOS&cacheurlFromRightClick=no,349
5/18/2014,fire AND sensitive*,Land use history (1840-2005) and physiography as determinants of southern boreal forests,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=297&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=8&colName=WOS&cacheurlFromRightClick=no,349
5/18/2014,fire AND sensitive*,Invasive Species Control Optimization as a Dynamic Spatial Process: An Application to uffelgrass (Pennisetum ciliare) in Arizona,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=297&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=9&colName=WOS&cacheurlFromRightClick=no,349
5/18/2014,fire AND sensitive*,Multi-century changes in vegetation structure and fuel availability in fire-sensitive eucalypt woodlands,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=297&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=10&colName=WOS&cacheurlFromRightClick=no,349
5/18/2014,fire AND sensitive*,Assessing possible shifts in wildfire regimes under a changing climate in mountainous landscapes,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=297&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=11&colName=WOS&cacheurlFromRightClick=no,349
5/18/2014,fire AND sensitive*,Comparison of debris-flow volumes from burned and unburned areas,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=297&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=12&colName=WOS&cacheurlFromRightClick=no,349
5/18/2014,fire AND sensitive*,Woody Cover and Grass Production in a Mesquite Savanna: Geospatial Relationships and Precipitation,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=297&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=13&colName=WOS&cacheurlFromRightClick=no,349
5/18/2014,fire AND sensitive*,Influence of management and precipitation on carbon fluxes in great plains grasslands,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=297&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=14&colName=WOS&cacheurlFromRightClick=no,349
5/18/2014,fire AND sensitive*,The effect of smoke emission amount on changes in cloud properties and precipitation: A case study of Canadian boreal wildfires of 2007,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=297&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=15&colName=WOS&cacheurlFromRightClick=no,349
5/18/2014,fire AND sensitive*,"Changing eastern broadleaf, southern mixed, and northern mixed forest ecosystems of the eastern United States",0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=297&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=16&colName=WOS&cacheurlFromRightClick=no,349
5/18/2014,fire AND sensitive*,Prescribed-Fire Effects on an Aquatic Community of a Southwest Montane Grassland System,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=297&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=17&colName=WOS&cacheurlFromRightClick=no,349
5/18/2014,fire AND sensitive*,Floristic diversity in fire-sensitive eucalypt woodlands shows a 'U'-shaped relationship with time since fire,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=297&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=18&colName=WOS&cacheurlFromRightClick=no,349
5/18/2014,fire AND sensitive*,Satellite microwave detection of boreal forest recovery from the extreme 2004 wildfires in Alaska and Canada,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=297&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=19&colName=WOS&cacheurlFromRightClick=no,349
5/18/2014,fire AND sensitive*,"Prescribed fire in North American forests and woodlands: history, current practice, and challenges",0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=297&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=20&colName=WOS&cacheurlFromRightClick=no,349
5/18/2014,fire AND sensitive*,"Fuel treatment effects on soil chemistry and foliar physiology of three coniferous species at the Teakettle Experimental Forest, California, USA",0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=297&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=21&colName=WOS&cacheurlFromRightClick=no,349
5/18/2014,fire AND sensitive*,Sensitivity of ecosystem goods and services projections of a forest landscape model to initialization data,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=297&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=22&colName=WOS&cacheurlFromRightClick=no,349
5/18/2014,fire AND sensitive*,"Cross-scale interactions among bark beetles, climate change, and wind disturbances: a landscape modeling approach",0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=297&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=23&colName=WOS&cacheurlFromRightClick=no,349
5/18/2014,fire AND sensitive*,Delineation of coalfield surface fires by thresholding Landsat TM-7 day-time image data,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=297&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=24&colName=WOS&cacheurlFromRightClick=no,349
5/18/2014,fire AND sensitive*,Recent declines of Populus tremuloides in North America linked to climate,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=297&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=25&colName=WOS&cacheurlFromRightClick=no,349
5/18/2014,fire AND sensitive*,Comparison of species and trait-based approaches for describing sagebrush steppe response to range management,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=297&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=26&colName=WOS&cacheurlFromRightClick=no,349
5/18/2014,fire AND sensitive*,"Fire variability, as well as frequency, can explain coexistence between seeder and resprouter life histories",0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=297&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=27&colName=WOS&cacheurlFromRightClick=no,349
5/18/2014,fire AND sensitive*,The global fireproductivity relationship,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=297&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=28&colName=WOS&cacheurlFromRightClick=no,349
5/18/2014,fire AND sensitive*,Winning and Losing Tree Species of Reassembly in Minnesota's Mixed and Broadleaf Forests,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=297&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=29&colName=WOS&cacheurlFromRightClick=no,349
5/18/2014,fire AND sensitive*,"Effectiveness of protected areas in the Colombian Andes: deforestation, fire and land-use changes",0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=297&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=30&colName=WOS&cacheurlFromRightClick=no,349
5/18/2014,fire AND sensitive*,Selective phonotaxis to high sound-pulse rate in the cricket Gryllus assimilis,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=297&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=31&colName=WOS&cacheurlFromRightClick=no,349
5/18/2014,fire AND sensitive*,Vegetation and wildfire controls on sediment yield in bedrock landscapes,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=297&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=32&colName=WOS&cacheurlFromRightClick=no,349
5/18/2014,fire AND sensitive*,Hydrothermal Assessment of Temporal Variability in Seedbed Microclimate,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=297&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=33&colName=WOS&cacheurlFromRightClick=no,349
5/18/2014,fire AND sensitive*,"Contributions of roots and rootstocks to sustainable, intensified crop production",0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=297&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=34&colName=WOS&cacheurlFromRightClick=no,349
5/18/2014,fire AND sensitive*,Evaluating hill prairie quality in the Midwestern United States using Auchenorrhyncha (Insecta: Hemiptera) and vascular plants: a case study in implementing grassland conservation planning and management,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=297&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=35&colName=WOS&cacheurlFromRightClick=no,349
5/18/2014,fire AND sensitive*,Frequent-wildfires with shortened time-since-fire affect soil microbial functional stability to drying and rewetting events,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=297&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=36&colName=WOS&cacheurlFromRightClick=no,349
5/18/2014,fire AND sensitive*,The inverse method of carbon monoxide from satellite measurement and the result analysis,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=297&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=37&colName=WOS&cacheurlFromRightClick=no,349
5/18/2014,fire AND sensitive*,Improved understanding of fire suppression mechanism with an idealized extinguishing agent,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=297&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=38&colName=WOS&cacheurlFromRightClick=no,349
5/18/2014,fire AND sensitive*,"FIRE EFFECTS ON BASAL AREA, TILLER PRODUCTION, AND MORTALITY OF THE C-4 BUNCHGRASS, PURPLE THREEAWN",0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=297&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=39&colName=WOS&cacheurlFromRightClick=no,349
5/18/2014,fire AND sensitive*,Global changes in dryland vegetation dynamics (1988-2008) assessed by satellite remote sensing: comparing a new passive microwave vegetation density record with reflective greenness data,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=297&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=40&colName=WOS&cacheurlFromRightClick=no,349
5/18/2014,fire AND sensitive*,Sensitivity of vegetation indices to different burn and vegetation ratios using LANDSAT-5 satellite data,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=297&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=41&colName=WOS&cacheurlFromRightClick=no,349
5/18/2014,fire AND sensitive*,Relationships between vegetation indices and different burn and vegetation ratios. A multi-scale approach applied in a fire affected area,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=297&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=42&colName=WOS&cacheurlFromRightClick=no,349
5/18/2014,fire AND sensitive*,Joint estimation using revealed and stated preference data: An application using a national forest,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=297&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=43&colName=WOS&cacheurlFromRightClick=no,349
5/18/2014,fire AND sensitive*,"Effects of Complex Geometry, Shell Thickness and Firing Regimes on Shell Cracking in Industrial Investment Casting Shells during Rigid Polymer Pattern Removal",0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=297&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=44&colName=WOS&cacheurlFromRightClick=no,349
5/18/2014,fire AND sensitive*,"Investigations on the impact of single direct and indirect, and multiple emission-control measures on cold-season near-surface PM2.5 concentrations in Fairbanks, Alaska",0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=297&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=45&colName=WOS&cacheurlFromRightClick=no,349
5/18/2014,fire AND sensitive*,Density Effects on Giant Sequoia (Sequoiadendron giganteum) Growth Through 22 Years: Implications for Restoration and Plantation Management,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=297&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=46&colName=WOS&cacheurlFromRightClick=no,349
5/18/2014,fire AND sensitive*,"Sources, trends and regional impacts of fine particulate matter in southern Mississippi valley: significance of emissions from sources in the Gulf of Mexico coast",0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=297&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=47&colName=WOS&cacheurlFromRightClick=no,349
5/18/2014,fire AND sensitive*,Sensitivity of climate mitigation strategies to natural disturbances,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=297&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=48&colName=WOS&cacheurlFromRightClick=no,349
5/18/2014,fire AND sensitive*,"Influence of short-interval fire occurrence on post-fire recovery of fire-prone shrublands in California, USA",0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=297&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=49&colName=WOS&cacheurlFromRightClick=no,349
5/18/2014,fire AND sensitive*,Influence of Disturbance on Temperate Forest Productivity,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=297&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=50&colName=WOS&cacheurlFromRightClick=no,349
5/18/2014,fire AND sensitive*,"Assessing forest vegetation and fire simulation model performance after the Cold Springs wildfire, Washington USA",0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=297&SID=3CVF2ax1aOnlJQFZwkm&page=2&doc=51&colName=WOS&cacheurlFromRightClick=no,349
5/18/2014,fire AND rare,Maintenance of strong morphological differentiation despite ongoing natural hybridization between sympatric species of Lomatia (Proteaceae),0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=420&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=1&colName=WOS,136
5/18/2014,fire AND rare,Microhabitat of critically endangered Lupinus aridorum (Fabaceae) at wild and introduced locations in Florida scrub,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=420&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=2&colName=WOS&cacheurlFromRightClick=no,136
5/18/2014,fire AND rare,Herbivores shape woody plant communities in the Kruger National Park: Lessons from three long-term exclosures,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=420&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=3&colName=WOS&cacheurlFromRightClick=no,136
5/18/2014,fire AND rare,Restoring dead wood in forests diversifies wood-decaying fungal assemblages but does not quickly benefit red-listed species,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=420&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=4&colName=WOS&cacheurlFromRightClick=no,136
5/18/2014,fire AND rare,Understanding recruitment failure in tropical tree species: Insights from Cross Mark a tree-ring study,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=420&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=5&colName=WOS&cacheurlFromRightClick=no,136
5/18/2014,fire AND rare,Genetic Diversification among Populations of the Endangered Hawaiian Endemic Euphorbia kuwaleana (Euphorbiaceae),0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=420&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=6&colName=WOS&cacheurlFromRightClick=no,136
5/18/2014,fire AND rare,Long-term effects of fire severity on oak-conifer dynamics in the southern Cascades,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=420&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=7&colName=WOS&cacheurlFromRightClick=no,136
5/18/2014,fire AND rare,The dynamics of hollowing in annually burnt savanna trees and its effect on adult tree mortality,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=420&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=8&colName=WOS&cacheurlFromRightClick=no,136
5/18/2014,fire AND rare,Stochastic geometry best explains spatial associations among species pairs and plant functional types in species-rich shrublands,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=420&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=10&colName=WOS&cacheurlFromRightClick=no,136
5/18/2014,fire AND rare,FIRE STRUCTURES PINE SEROTINY AT DIFFERENT SCALES,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=420&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=11&colName=WOS&cacheurlFromRightClick=no,136
5/18/2014,fire AND rare,"Holocene and historical vegetation change and fire history on the north-central coast of California, USA",0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=420&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=12&colName=WOS&cacheurlFromRightClick=no,136
5/18/2014,fire AND rare,Explaining patterns of species dominance in the shrub steppe systems of the Junggar Basin (China) and Great Basin (USA),0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=420&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=13&colName=WOS&cacheurlFromRightClick=no,136
5/18/2014,fire AND rare,"Postglacial climate and fire-mediated vegetation change on the western Olympic Peninsula, Washington (USA)",0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=420&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=14&colName=WOS&cacheurlFromRightClick=no,136
5/18/2014,fire AND rare,Wildfire Prediction to Inform Fire Management: Statistical Science Challenges,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=420&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=15&colName=WOS&cacheurlFromRightClick=no,136
5/18/2014,fire AND rare,Adaptive responses to directional trait selection in the Miocene enabled Cape proteas to colonize the savanna grasslands,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=420&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=16&colName=WOS&cacheurlFromRightClick=no,136
5/18/2014,fire AND rare,"Dunkard Group coal beds: Palynology, coal petrography and geochemistry",0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=420&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=17&colName=WOS&cacheurlFromRightClick=no,136
5/18/2014,fire AND rare,Parametric study of urban fire spread using an urban fire simulation model with fire department suppression,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=420&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=18&colName=WOS&cacheurlFromRightClick=no,136
5/18/2014,fire AND rare,Herbivory and drought interact to enhance spatial patterning and diversity in a savanna understory,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=420&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=19&colName=WOS&cacheurlFromRightClick=no,136
5/18/2014,fire AND rare,Quantifying spatial patterns of tree groups and gaps in mixed-conifer forests: Reference conditions and long-term changes following fire suppression and logging,0,http://apps.webofknowledge.com/full_record.do?product=WOS&search_mode=MarkedList&qid=420&SID=3CVF2ax1aOnlJQFZwkm&page=1&doc=20&colName=WOS&cacheurlFromRightClick=no,136
